Dataset,original_vertices,original_edges,vertices_removed,edges_removed,oct,bipartite,final_vertices,final_edges
aa50-to-13,113,313,4,0,0,6,109,309
aa50-to-14,113,309,5,0,0,11,108,304
aa50-to-2,113,308,6,0,0,4,107,303
aa50-to-3,113,299,9,0,0,8,104,292
aa50-to-4,113,297,3,0,0,10,110,294
aa50-to-5,113,315,5,0,1,6,107,304
aa50-to-6,113,323,6,0,0,9,107,319
aa50-to-7,113,308,4,0,0,10,109,305
aa50-to-8,113,293,4,0,0,8,109,290
aa50-to-9,113,346,3,0,0,9,110,343
aa51-ba-0,79,300,1,0,0,0,78,299
aa51-ba-1,79,300,0,0,1,0,78,276
aa51-ba-10,79,300,0,0,0,0,79,300
aa51-ba-11,79,300,0,0,0,0,79,300
aa51-ba-12,79,300,0,0,0,0,79,300
aa51-ba-13,79,300,0,0,1,0,78,277
aa51-ba-14,79,300,0,0,0,0,79,300
aa51-ba-2,79,300,1,0,0,0,78,299
aa51-ba-3,79,300,0,0,0,0,79,300
aa51-ba-4,79,300,0,0,0,0,79,300
aa51-ba-5,79,300,1,0,0,0,78,299
aa51-ba-6,79,300,0,0,1,0,78,268
aa51-ba-7,79,300,0,0,0,0,79,300
aa51-ba-8,79,300,0,0,0,0,79,300
aa51-ba-9,79,300,0,0,0,0,79,300
aa51-cl-0,79,253,19,0,1,10,59,215
aa51-cl-1,79,265,18,0,0,6,61,254
aa51-cl-10,79,267,21,0,2,7,56,206
aa51-cl-11,79,260,18,0,1,8,60,229
aa51-cl-12,79,271,13,0,0,11,66,263
aa51-cl-13,79,247,24,0,4,7,51,164
aa51-cl-14,79,253,23,0,3,9,53,169
aa51-cl-2,79,264,24,0,3,5,52,197
aa51-cl-3,79,257,24,0,4,9,51,165
aa51-cl-4,79,263,22,0,0,7,57,246
aa51-cl-5,79,253,22,0,2,8,55,202
aa51-cl-6,79,258,20,0,3,9,56,191
aa51-cl-7,79,257,19,0,2,12,58,214
aa51-cl-8,79,307,11,0,1,10,67,275
aa51-cl-9,79,244,25,0,1,8,53,210
aa51-er-0,79,298,0,0,0,2,79,298
aa51-er-1,79,288,2,0,0,1,77,286
aa51-er-10,79,260,1,0,0,2,78,259
aa51-er-11,79,278,0,0,0,1,79,278
aa51-er-12,79,249,1,0,0,2,78,249
aa51-er-13,79,259,1,0,0,4,78,259
aa51-er-14,79,256,1,0,0,1,78,256
aa51-er-2,79,252,0,0,0,0,79,252
aa51-er-3,79,255,0,0,0,5,79,255
aa51-er-4,79,278,0,0,0,1,79,278
aa51-er-5,79,270,4,0,2,2,73,243
aa51-er-6,79,284,0,0,0,0,79,284
aa51-er-7,79,282,0,0,0,5,79,282
aa51-er-8,79,249,1,0,0,4,78,248
aa51-er-9,79,311,1,0,0,1,78,310
aa51-to-0,79,178,7,0,0,6,72,171
aa51-to-1,79,185,5,0,0,6,74,181
aa51-to-10,79,165,13,0,0,9,66,151
aa51-to-11,79,187,3,0,0,9,76,185
aa51-to-12,79,157,10,0,0,10,69,149
aa51-to-13,79,168,10,0,1,7,68,154
aa51-to-14,79,158,9,0,0,15,70,152
aa51-to-2,79,163,7,0,0,8,72,156
aa51-to-3,79,163,8,0,0,10,71,157
aa51-to-4,79,172,5,0,0,12,74,168
aa51-to-5,79,169,8,0,0,5,71,165
aa51-to-6,79,182,4,0,0,12,75,178
aa51-to-7,79,181,10,0,1,14,68,165
aa51-to-8,79,154,13,0,0,11,66,143
aa51-to-9,79,197,11,0,1,4,67,180
aa52-ba-0,66,248,1,0,0,0,65,247
aa52-ba-1,66,248,0,0,1,0,65,225
aa52-ba-10,66,248,0,0,0,0,66,248
aa52-ba-11,66,248,0,0,0,0,66,248
aa52-ba-12,66,248,0,0,0,0,66,248
aa52-ba-13,66,248,0,0,2,2,64,200
aa52-ba-14,66,248,0,0,1,0,65,223
aa52-ba-2,66,248,1,0,0,0,65,247
aa52-ba-3,66,248,0,0,0,0,66,248
aa52-ba-4,66,248,0,0,0,0,66,248
aa52-ba-5,66,248,1,0,0,0,65,247
aa52-ba-6,66,248,1,0,1,0,64,222
aa52-ba-7,66,248,0,0,1,0,65,213
aa52-ba-8,66,248,0,0,0,1,66,248
aa52-ba-9,66,248,0,0,0,0,66,248
aa52-cl-0,66,224,17,0,3,6,46,171
aa52-cl-1,66,211,27,0,4,4,35,126
aa52-cl-10,66,223,15,0,1,7,50,196
aa52-cl-11,66,227,19,0,2,4,45,189
aa52-cl-12,66,229,18,0,3,6,45,172
aa52-cl-13,66,205,25,0,3,4,38,144
aa52-cl-14,66,205,25,0,4,6,37,117
aa52-cl-2,66,214,20,0,3,6,43,152
aa52-cl-3,66,215,27,0,7,3,32,97
aa52-cl-4,66,241,21,0,4,7,41,149
aa52-cl-5,66,214,26,0,8,5,32,87
aa52-cl-6,66,213,23,0,3,4,40,154
aa52-cl-7,66,231,24,0,5,4,37,127
aa52-cl-8,66,243,14,0,3,6,49,186
aa52-cl-9,66,206,22,0,5,8,39,112
aa52-er-0,66,247,0,0,0,1,66,247
aa52-er-1,66,225,1,0,1,0,64,218
aa52-er-10,66,229,2,0,0,2,64,228
aa52-er-11,66,227,1,0,0,0,65,226
aa52-er-12,66,212,1,0,0,1,65,211
aa52-er-13,66,215,0,0,0,0,66,215
aa52-er-14,66,239,0,0,0,0,66,239
aa52-er-2,66,214,2,0,0,1,64,212
aa52-er-3,66,228,2,0,1,1,63,217
aa52-er-4,66,225,0,0,0,0,66,225
aa52-er-5,66,243,1,0,1,1,64,233
aa52-er-6,66,244,0,0,0,0,66,244
aa52-er-7,66,249,0,0,0,1,66,249
aa52-er-8,66,214,1,0,0,2,65,213
aa52-er-9,66,261,0,0,0,1,66,261
aa52-to-0,66,178,2,0,0,5,64,176
aa52-to-1,66,163,5,0,1,5,60,149
aa52-to-10,66,160,8,0,0,5,58,152
aa52-to-11,66,159,3,0,0,7,63,158
aa52-to-12,66,142,5,0,0,4,61,139
aa52-to-13,66,156,2,0,0,6,64,153
aa52-to-14,66,180,0,0,0,6,66,180
aa52-to-2,66,155,4,0,1,5,61,143
aa52-to-3,66,157,2,0,1,7,63,152
aa52-to-4,66,169,4,0,0,6,62,166
aa52-to-5,66,179,2,0,0,7,64,176
aa52-to-6,66,169,1,0,1,10,64,159
aa52-to-7,66,172,3,0,0,5,63,170
aa52-to-8,66,133,14,0,2,9,50,107
aa52-to-9,66,194,1,0,0,3,65,194
aa53-ba-0,89,258,0,0,1,6,88,236
aa53-ba-1,89,258,0,0,0,1,89,258
aa53-ba-10,89,258,0,0,1,7,88,238
aa53-ba-11,89,258,0,0,0,0,89,258
aa53-ba-12,89,258,0,0,0,0,89,258
aa53-ba-13,89,258,0,0,0,0,89,258
aa53-ba-14,89,258,0,0,0,1,89,258
aa53-ba-2,89,258,0,0,0,0,89,258
aa53-ba-3,89,258,0,0,0,0,89,258
aa53-ba-4,89,258,0,0,0,0,89,258
aa53-ba-5,89,258,0,0,0,0,89,258
aa53-ba-6,89,258,1,0,0,0,88,257
aa53-ba-7,89,258,0,0,0,0,89,258
aa53-ba-8,89,258,11,0,4,14,74,162
aa53-ba-9,89,258,0,0,0,0,89,258
aa53-cl-0,89,220,34,0,2,9,53,158
aa53-cl-1,89,212,34,0,4,7,51,133
aa53-cl-10,89,222,39,0,4,6,46,140
aa53-cl-11,89,223,33,0,2,10,54,173
aa53-cl-12,89,245,31,0,4,5,54,156
aa53-cl-13,89,228,26,0,0,13,63,214
aa53-cl-14,89,205,33,0,1,11,55,175
aa53-cl-2,89,207,34,0,1,7,54,167
aa53-cl-3,89,237,30,0,5,11,54,140
aa53-cl-4,89,235,29,0,4,8,56,152
aa53-cl-5,89,214,32,0,2,10,55,167
aa53-cl-6,89,216,32,0,1,9,56,173
aa53-cl-7,89,226,32,0,2,10,55,171
aa53-cl-8,89,243,22,0,0,9,67,227
aa53-cl-9,89,211,34,0,4,10,51,142
aa53-er-0,89,258,0,0,0,3,89,258
aa53-er-1,89,254,1,0,0,4,88,253
aa53-er-10,89,227,8,0,2,4,79,207
aa53-er-11,89,234,4,0,2,6,83,218
aa53-er-12,89,226,7,0,1,7,81,215
aa53-er-13,89,241,3,0,0,5,86,239
aa53-er-14,89,222,2,0,0,2,87,220
aa53-er-2,89,223,7,0,2,8,80,203
aa53-er-3,89,212,4,0,2,10,83,198
aa53-er-4,89,226,3,0,0,4,86,225
aa53-er-5,89,216,9,0,1,6,79,195
aa53-er-6,89,248,4,0,0,3,85,244
aa53-er-7,89,252,4,0,0,6,85,248
aa53-er-8,89,211,4,0,0,6,85,209
aa53-er-9,89,270,4,0,0,1,85,267
aa53-to-0,89,161,19,0,1,17,70,140
aa53-to-1,89,173,6,0,0,14,83,169
aa53-to-10,89,149,28,0,1,11,60,117
aa53-to-11,89,137,29,0,1,17,59,101
aa53-to-12,89,127,32,0,1,13,56,96
aa53-to-13,89,154,20,0,1,18,68,130
aa53-to-14,89,138,31,0,1,17,59,103
aa53-to-2,89,135,36,0,0,6,53,105
aa53-to-3,89,138,26,0,0,13,63,115
aa53-to-4,89,148,24,0,0,11,66,129
aa53-to-5,89,145,36,0,2,13,51,95
aa53-to-6,89,158,21,0,0,12,69,141
aa53-to-7,89,170,15,0,1,12,73,150
aa53-to-8,89,129,33,0,0,13,56,98
aa53-to-9,89,188,11,0,0,10,78,179
aa54-ba-0,90,261,0,0,1,6,89,239
aa54-ba-1,90,261,0,0,0,1,90,261
aa54-ba-10,90,261,0,0,1,7,89,241
aa54-ba-11,90,261,0,0,0,0,90,261
aa54-ba-12,90,261,0,0,0,0,90,261
aa54-ba-13,90,261,0,0,0,0,90,261
aa54-ba-14,90,261,0,0,0,1,90,261
aa54-ba-2,90,261,0,0,0,0,90,261
aa54-ba-3,90,261,0,0,0,0,90,261
aa54-ba-4,90,261,0,0,0,0,90,261
aa54-ba-5,90,261,0,0,0,0,90,261
aa54-ba-6,90,261,1,0,0,0,89,260
aa54-ba-7,90,261,0,0,0,0,90,261
aa54-ba-8,90,261,11,0,4,14,75,164
aa54-ba-9,90,261,0,0,0,0,90,261
aa54-cl-0,90,210,34,0,1,13,55,163
aa54-cl-1,90,197,31,0,1,12,58,171
aa54-cl-10,90,233,28,0,4,13,58,164
aa54-cl-11,90,236,33,0,5,12,52,138
aa54-cl-12,90,247,26,0,5,7,59,177
aa54-cl-13,90,230,27,0,0,7,63,211
aa54-cl-14,90,216,29,0,2,11,59,177
aa54-cl-2,90,222,36,0,4,10,50,144
aa54-cl-3,90,225,29,0,2,13,59,190
aa54-cl-4,90,231,37,0,5,8,48,126
aa54-cl-5,90,215,37,0,3,8,50,145
aa54-cl-6,90,217,23,0,1,18,66,199
aa54-cl-7,90,217,33,0,6,11,51,118
aa54-cl-8,90,236,31,0,2,11,57,186
aa54-cl-9,90,221,33,0,5,7,52,130
aa54-er-0,90,257,2,0,0,4,88,257
aa54-er-1,90,258,2,0,1,4,87,249
aa54-er-10,90,230,4,0,1,4,85,221
aa54-er-11,90,229,2,0,0,6,88,227
aa54-er-12,90,227,3,0,0,4,87,224
aa54-er-13,90,242,1,0,0,4,89,241
aa54-er-14,90,221,3,0,0,8,87,218
aa54-er-2,90,219,3,0,1,5,86,211
aa54-er-3,90,216,2,0,1,7,87,208
aa54-er-4,90,230,3,0,0,5,87,229
aa54-er-5,90,219,3,0,0,9,87,217
aa54-er-6,90,250,1,0,0,5,89,249
aa54-er-7,90,252,2,0,0,2,88,250
aa54-er-8,90,216,4,0,0,6,86,214
aa54-er-9,90,269,1,0,0,3,89,268
aa54-to-0,90,170,16,0,0,13,75,157
aa54-to-1,90,160,23,0,1,11,66,134
aa54-to-10,90,147,27,0,2,11,61,115
aa54-to-11,90,132,28,0,0,17,62,106
aa54-to-12,90,127,30,0,0,13,60,102
aa54-to-13,90,156,19,0,1,17,70,131
aa54-to-14,90,137,26,0,0,16,65,117
aa54-to-2,90,133,27,0,0,19,65,110
aa54-to-3,90,135,35,0,1,12,54,100
aa54-to-4,90,147,20,0,1,18,69,126
aa54-to-5,90,157,24,0,1,8,65,127
aa54-to-6,90,159,19,0,0,14,71,143
aa54-to-7,90,171,8,0,0,14,82,165
aa54-to-8,90,122,40,0,1,11,50,82
aa54-to-9,90,177,13,0,1,13,76,161
b-100_1-ba-0,100,475,1,0,0,0,99,474
b-100_1-ba-1,100,475,0,0,0,0,100,475
b-100_1-ba-10,100,475,0,0,0,0,100,475
b-100_1-ba-11,100,475,0,0,0,0,100,475
b-100_1-ba-12,100,475,0,0,0,0,100,475
b-100_1-ba-13,100,475,0,0,0,0,100,475
b-100_1-ba-14,100,475,0,0,0,0,100,475
b-100_1-ba-2,100,475,0,0,0,1,100,475
b-100_1-ba-3,100,475,1,0,1,0,98,443
b-100_1-ba-4,100,475,0,0,0,0,100,475
b-100_1-ba-5,100,475,1,0,1,0,98,433
b-100_1-ba-6,100,475,0,0,0,0,100,475
b-100_1-ba-7,100,475,0,0,0,0,100,475
b-100_1-ba-8,100,475,0,0,0,0,100,475
b-100_1-ba-9,100,475,0,0,1,0,99,425
b-100_1-cl-0,100,446,0,0,0,1,100,446
b-100_1-cl-1,100,431,2,0,1,4,97,412
b-100_1-cl-10,100,452,3,0,0,0,97,449
b-100_1-cl-11,100,471,2,0,0,2,98,469
b-100_1-cl-12,100,462,3,0,0,1,97,459
b-100_1-cl-13,100,473,3,0,1,2,96,458
b-100_1-cl-14,100,418,1,0,0,0,99,417
b-100_1-cl-2,100,468,3,0,2,0,95,436
b-100_1-cl-3,100,447,2,0,1,3,97,432
b-100_1-cl-4,100,448,2,0,0,2,98,446
b-100_1-cl-5,100,441,0,0,0,5,100,441
b-100_1-cl-6,100,408,4,0,0,3,96,406
b-100_1-cl-7,100,429,2,0,0,1,98,427
b-100_1-cl-8,100,463,4,0,1,2,95,442
b-100_1-cl-9,100,445,2,0,0,0,98,443
b-100_1-er-0,100,480,0,0,0,0,100,480
b-100_1-er-1,100,479,1,0,0,0,99,478
b-100_1-er-10,100,436,0,0,0,1,100,436
b-100_1-er-11,100,492,0,0,0,0,100,492
b-100_1-er-12,100,438,0,0,0,1,100,438
b-100_1-er-13,100,469,0,0,0,0,100,469
b-100_1-er-14,100,450,1,0,0,0,99,450
b-100_1-er-2,100,458,0,0,0,0,100,458
b-100_1-er-3,100,452,0,0,0,0,100,452
b-100_1-er-4,100,455,1,0,1,0,98,441
b-100_1-er-5,100,444,0,0,0,1,100,444
b-100_1-er-6,100,484,0,0,0,0,100,484
b-100_1-er-7,100,469,0,0,0,0,100,469
b-100_1-er-8,100,439,0,0,0,0,100,439
b-100_1-er-9,100,507,0,0,0,0,100,507
b-100_1-to-0,100,399,1,0,0,1,99,398
b-100_1-to-1,100,401,2,0,0,2,98,400
b-100_1-to-10,100,370,1,0,0,2,99,370
b-100_1-to-11,100,412,0,0,0,0,100,412
b-100_1-to-12,100,359,1,0,0,3,99,358
b-100_1-to-13,100,380,0,0,0,0,100,380
b-100_1-to-14,100,372,1,0,0,1,99,372
b-100_1-to-2,100,376,1,0,1,2,98,371
b-100_1-to-3,100,374,1,0,0,2,99,373
b-100_1-to-4,100,383,1,0,0,3,99,383
b-100_1-to-5,100,364,0,0,0,1,100,364
b-100_1-to-6,100,397,3,0,2,1,95,379
b-100_1-to-7,100,402,0,0,0,0,100,402
b-100_1-to-8,100,360,0,0,0,0,100,360
b-100_1-to-9,100,424,1,0,1,1,98,413
b-100_10-ba-0,100,475,1,0,0,0,99,474
b-100_10-ba-1,100,475,0,0,0,0,100,475
b-100_10-ba-10,100,475,0,0,0,0,100,475
b-100_10-ba-11,100,475,0,0,0,0,100,475
b-100_10-ba-12,100,475,0,0,0,0,100,475
b-100_10-ba-13,100,475,0,0,0,0,100,475
b-100_10-ba-14,100,475,0,0,0,0,100,475
b-100_10-ba-2,100,475,0,0,0,1,100,475
b-100_10-ba-3,100,475,1,0,1,0,98,443
b-100_10-ba-4,100,475,0,0,0,0,100,475
b-100_10-ba-5,100,475,1,0,1,0,98,433
b-100_10-ba-6,100,475,0,0,0,0,100,475
b-100_10-ba-7,100,475,0,0,0,0,100,475
b-100_10-ba-8,100,475,0,0,0,0,100,475
b-100_10-ba-9,100,475,0,0,1,0,99,425
b-100_10-cl-0,100,463,0,0,0,4,100,463
b-100_10-cl-1,100,480,0,0,0,1,100,480
b-100_10-cl-10,100,478,2,0,0,1,98,476
b-100_10-cl-11,100,493,1,0,1,2,98,482
b-100_10-cl-12,100,496,0,0,0,1,100,496
b-100_10-cl-13,100,469,2,0,0,3,98,468
b-100_10-cl-14,100,437,1,0,1,2,98,422
b-100_10-cl-2,100,480,1,0,0,2,99,479
b-100_10-cl-3,100,472,2,0,0,4,98,471
b-100_10-cl-4,100,470,1,0,0,0,99,469
b-100_10-cl-5,100,441,1,0,0,4,99,440
b-100_10-cl-6,100,437,2,0,0,2,98,435
b-100_10-cl-7,100,455,1,0,0,1,99,454
b-100_10-cl-8,100,507,1,0,0,1,99,506
b-100_10-cl-9,100,468,1,0,0,1,99,467
b-100_10-er-0,100,500,0,0,0,0,100,500
b-100_10-er-1,100,502,0,0,0,0,100,502
b-100_10-er-10,100,451,0,0,0,1,100,451
b-100_10-er-11,100,511,0,0,0,0,100,511
b-100_10-er-12,100,451,0,0,0,1,100,451
b-100_10-er-13,100,484,0,0,0,0,100,484
b-100_10-er-14,100,475,1,0,0,0,99,475
b-100_10-er-2,100,476,0,0,0,0,100,476
b-100_10-er-3,100,478,0,0,0,0,100,478
b-100_10-er-4,100,484,0,0,0,0,100,484
b-100_10-er-5,100,464,0,0,0,1,100,464
b-100_10-er-6,100,504,0,0,0,0,100,504
b-100_10-er-7,100,491,0,0,0,0,100,491
b-100_10-er-8,100,467,0,0,0,0,100,467
b-100_10-er-9,100,528,0,0,0,0,100,528
b-100_10-to-0,100,421,1,0,0,0,99,420
b-100_10-to-1,100,432,1,0,0,1,99,431
b-100_10-to-10,100,397,1,0,0,0,99,396
b-100_10-to-11,100,426,0,0,0,1,100,426
b-100_10-to-12,100,377,0,0,0,3,100,377
b-100_10-to-13,100,395,0,0,0,0,100,395
b-100_10-to-14,100,409,1,0,0,1,99,409
b-100_10-to-2,100,397,0,0,0,2,100,397
b-100_10-to-3,100,403,0,0,0,2,100,403
b-100_10-to-4,100,407,1,0,0,0,99,407
b-100_10-to-5,100,387,0,0,0,4,100,387
b-100_10-to-6,100,435,0,0,0,0,100,435
b-100_10-to-7,100,419,1,0,0,1,99,418
b-100_10-to-8,100,397,0,0,0,4,100,397
b-100_10-to-9,100,431,0,0,0,3,100,431
b-100_2-ba-0,100,475,1,0,0,0,99,474
b-100_2-ba-1,100,475,0,0,0,0,100,475
b-100_2-ba-10,100,475,0,0,0,0,100,475
b-100_2-ba-11,100,475,0,0,0,0,100,475
b-100_2-ba-12,100,475,0,0,0,0,100,475
b-100_2-ba-13,100,475,0,0,0,0,100,475
b-100_2-ba-14,100,475,0,0,0,0,100,475
b-100_2-ba-2,100,475,0,0,0,1,100,475
b-100_2-ba-3,100,475,1,0,1,0,98,443
b-100_2-ba-4,100,475,0,0,0,0,100,475
b-100_2-ba-5,100,475,1,0,1,0,98,433
b-100_2-ba-6,100,475,0,0,0,0,100,475
b-100_2-ba-7,100,475,0,0,0,0,100,475
b-100_2-ba-8,100,475,0,0,0,0,100,475
b-100_2-ba-9,100,475,0,0,1,0,99,425
b-100_2-cl-0,100,465,1,0,0,0,99,464
b-100_2-cl-1,100,465,0,0,0,3,100,465
b-100_2-cl-10,100,487,0,0,0,1,100,487
b-100_2-cl-11,100,470,0,0,0,3,100,470
b-100_2-cl-12,100,448,2,0,0,1,98,446
b-100_2-cl-13,100,477,3,0,1,1,96,454
b-100_2-cl-14,100,443,0,0,0,1,100,443
b-100_2-cl-2,100,448,3,0,1,2,96,427
b-100_2-cl-3,100,453,3,0,0,0,97,450
b-100_2-cl-4,100,451,1,0,0,4,99,450
b-100_2-cl-5,100,441,1,0,0,0,99,440
b-100_2-cl-6,100,434,3,0,0,2,97,432
b-100_2-cl-7,100,458,1,0,0,0,99,457
b-100_2-cl-8,100,509,1,0,0,3,99,508
b-100_2-cl-9,100,468,3,0,0,0,97,465
b-100_2-er-0,100,495,0,0,0,0,100,495
b-100_2-er-1,100,498,0,0,0,1,100,498
b-100_2-er-10,100,450,0,0,0,1,100,450
b-100_2-er-11,100,510,0,0,0,0,100,510
b-100_2-er-12,100,449,0,0,0,1,100,449
b-100_2-er-13,100,483,0,0,0,0,100,483
b-100_2-er-14,100,470,1,0,0,0,99,470
b-100_2-er-2,100,475,0,0,0,0,100,475
b-100_2-er-3,100,474,0,0,0,0,100,474
b-100_2-er-4,100,483,0,0,0,0,100,483
b-100_2-er-5,100,463,0,0,0,1,100,463
b-100_2-er-6,100,504,0,0,0,0,100,504
b-100_2-er-7,100,486,0,0,0,0,100,486
b-100_2-er-8,100,464,0,0,0,0,100,464
b-100_2-er-9,100,524,0,0,0,0,100,524
b-100_2-to-0,100,418,0,0,0,1,100,418
b-100_2-to-1,100,410,0,0,0,2,100,410
b-100_2-to-10,100,382,1,0,0,3,99,381
b-100_2-to-11,100,413,0,0,0,1,100,413
b-100_2-to-12,100,368,0,0,0,4,100,368
b-100_2-to-13,100,385,0,0,0,2,100,385
b-100_2-to-14,100,389,2,0,0,1,98,388
b-100_2-to-2,100,385,0,0,0,2,100,385
b-100_2-to-3,100,395,0,0,0,3,100,395
b-100_2-to-4,100,417,0,0,0,1,100,417
b-100_2-to-5,100,394,0,0,0,2,100,394
b-100_2-to-6,100,414,1,0,1,2,98,399
b-100_2-to-7,100,391,1,0,0,3,99,390
b-100_2-to-8,100,385,1,0,0,0,99,384
b-100_2-to-9,100,442,1,0,0,0,99,441
b-100_3-ba-0,100,475,1,0,0,0,99,474
b-100_3-ba-1,100,475,0,0,0,0,100,475
b-100_3-ba-10,100,475,0,0,0,0,100,475
b-100_3-ba-11,100,475,0,0,0,0,100,475
b-100_3-ba-12,100,475,0,0,0,0,100,475
b-100_3-ba-13,100,475,0,0,0,0,100,475
b-100_3-ba-14,100,475,0,0,0,0,100,475
b-100_3-ba-2,100,475,0,0,0,1,100,475
b-100_3-ba-3,100,475,1,0,1,0,98,443
b-100_3-ba-4,100,475,0,0,0,0,100,475
b-100_3-ba-5,100,475,1,0,1,0,98,433
b-100_3-ba-6,100,475,0,0,0,0,100,475
b-100_3-ba-7,100,475,0,0,0,0,100,475
b-100_3-ba-8,100,475,0,0,0,0,100,475
b-100_3-ba-9,100,475,0,0,1,0,99,425
b-100_3-cl-0,100,457,1,0,0,2,99,457
b-100_3-cl-1,100,506,1,0,1,1,98,495
b-100_3-cl-10,100,482,0,0,0,1,100,482
b-100_3-cl-11,100,485,2,0,0,2,98,484
b-100_3-cl-12,100,492,1,0,1,1,98,477
b-100_3-cl-13,100,467,1,0,0,3,99,466
b-100_3-cl-14,100,442,1,0,0,3,99,442
b-100_3-cl-2,100,471,1,0,0,1,99,470
b-100_3-cl-3,100,443,3,0,0,0,97,441
b-100_3-cl-4,100,471,2,0,1,1,97,451
b-100_3-cl-5,100,446,2,0,0,2,98,444
b-100_3-cl-6,100,446,1,0,0,3,99,445
b-100_3-cl-7,100,453,1,0,0,2,99,452
b-100_3-cl-8,100,511,0,0,0,2,100,511
b-100_3-cl-9,100,508,1,0,0,0,99,508
b-100_3-er-0,100,503,0,0,0,0,100,503
b-100_3-er-1,100,504,0,0,0,0,100,504
b-100_3-er-10,100,455,0,0,0,1,100,455
b-100_3-er-11,100,514,0,0,0,0,100,514
b-100_3-er-12,100,456,0,0,0,1,100,456
b-100_3-er-13,100,490,0,0,0,0,100,490
b-100_3-er-14,100,477,1,0,0,0,99,477
b-100_3-er-2,100,481,0,0,0,0,100,481
b-100_3-er-3,100,483,0,0,0,0,100,483
b-100_3-er-4,100,489,0,0,0,0,100,489
b-100_3-er-5,100,469,0,0,0,1,100,469
b-100_3-er-6,100,512,0,0,0,0,100,512
b-100_3-er-7,100,492,0,0,0,0,100,492
b-100_3-er-8,100,470,0,0,0,0,100,470
b-100_3-er-9,100,534,0,0,0,0,100,534
b-100_3-to-0,100,426,0,0,0,1,100,426
b-100_3-to-1,100,416,0,0,0,1,100,416
b-100_3-to-10,100,386,1,0,0,2,99,385
b-100_3-to-11,100,417,0,0,0,1,100,417
b-100_3-to-12,100,375,0,0,0,4,100,375
b-100_3-to-13,100,391,0,0,0,2,100,391
b-100_3-to-14,100,394,2,0,0,1,98,393
b-100_3-to-2,100,388,0,0,0,1,100,388
b-100_3-to-3,100,402,0,0,0,3,100,402
b-100_3-to-4,100,420,0,0,0,1,100,420
b-100_3-to-5,100,399,0,0,0,2,100,399
b-100_3-to-6,100,421,1,0,1,1,98,406
b-100_3-to-7,100,397,1,0,0,3,99,396
b-100_3-to-8,100,391,1,0,0,0,99,390
b-100_3-to-9,100,451,1,0,0,0,99,450
b-100_4-ba-0,100,475,1,0,0,0,99,474
b-100_4-ba-1,100,475,0,0,0,0,100,475
b-100_4-ba-10,100,475,0,0,0,0,100,475
b-100_4-ba-11,100,475,0,0,0,0,100,475
b-100_4-ba-12,100,475,0,0,0,0,100,475
b-100_4-ba-13,100,475,0,0,0,0,100,475
b-100_4-ba-14,100,475,0,0,0,0,100,475
b-100_4-ba-2,100,475,0,0,0,1,100,475
b-100_4-ba-3,100,475,1,0,1,0,98,443
b-100_4-ba-4,100,475,0,0,0,0,100,475
b-100_4-ba-5,100,475,1,0,1,0,98,433
b-100_4-ba-6,100,475,0,0,0,0,100,475
b-100_4-ba-7,100,475,0,0,0,0,100,475
b-100_4-ba-8,100,475,0,0,0,0,100,475
b-100_4-ba-9,100,475,0,0,1,0,99,425
b-100_4-cl-0,100,468,2,0,1,1,97,457
b-100_4-cl-1,100,453,0,0,0,4,100,453
b-100_4-cl-10,100,466,3,0,0,1,97,464
b-100_4-cl-11,100,473,0,0,0,0,100,473
b-100_4-cl-12,100,460,1,0,0,3,99,460
b-100_4-cl-13,100,456,2,0,0,0,98,456
b-100_4-cl-14,100,443,0,0,0,5,100,443
b-100_4-cl-2,100,467,4,0,0,2,96,465
b-100_4-cl-3,100,447,3,0,1,0,96,432
b-100_4-cl-4,100,458,2,0,1,1,97,447
b-100_4-cl-5,100,449,3,0,0,0,97,446
b-100_4-cl-6,100,418,0,0,0,3,100,418
b-100_4-cl-7,100,424,1,0,0,3,99,423
b-100_4-cl-8,100,485,1,0,0,1,99,484
b-100_4-cl-9,100,474,2,0,0,1,98,472
b-100_4-er-0,100,489,0,0,0,0,100,489
b-100_4-er-1,100,490,0,0,0,1,100,490
b-100_4-er-10,100,445,0,0,0,1,100,445
b-100_4-er-11,100,503,0,0,0,0,100,503
b-100_4-er-12,100,446,0,0,0,1,100,446
b-100_4-er-13,100,476,0,0,0,0,100,476
b-100_4-er-14,100,465,1,0,0,0,99,465
b-100_4-er-2,100,469,0,0,0,0,100,469
b-100_4-er-3,100,467,0,0,0,0,100,467
b-100_4-er-4,100,473,0,0,0,0,100,473
b-100_4-er-5,100,455,0,0,0,1,100,455
b-100_4-er-6,100,494,0,0,0,0,100,494
b-100_4-er-7,100,481,0,0,0,0,100,481
b-100_4-er-8,100,451,0,0,0,0,100,451
b-100_4-er-9,100,515,0,0,0,0,100,515
b-100_4-to-0,100,405,1,0,0,1,99,404
b-100_4-to-1,100,411,2,0,0,1,98,409
b-100_4-to-10,100,379,1,0,0,1,99,379
b-100_4-to-11,100,421,0,0,0,0,100,421
b-100_4-to-12,100,367,1,0,0,3,99,366
b-100_4-to-13,100,385,0,0,0,0,100,385
b-100_4-to-14,100,384,1,0,0,1,99,384
b-100_4-to-2,100,384,1,0,1,2,98,379
b-100_4-to-3,100,387,1,0,0,1,99,386
b-100_4-to-4,100,397,1,0,0,1,99,397
